"id","name","description","img","gemstone","location_of_origin","origin","treatments","cut_type","weight","dimensions","cut_by"
6684,"Pleonaste","Pleonaste is named from the greek word for 'abundant' due to its numerous crystal forms.

Pleonaste is an opaque, dark blue or green to black variety of Spinel containing iron.","https://www.gemdat.org/gphotos/0150328001345484520.jpg","Pleonaste","Mexico","Natural","None reported","Freeform","7.63 cts.","N/A","N/A"
6711,"Prase Opal","Prase Opal is an electric green variety of Common opal coloured by trace amounts of Nickel minerals. It is similar in colour to chrysoprase, and it can be found in the same places, but the two can be distinguished by differences in refractive index and specific gravity.","https://www.gemdat.org/gphotos/0777447001343686262.jpg","Prase Opal","Tanzania","Natural","None reported","Freeform","28.87 cts.","N/A","N/A"
6719,"Rhodolite","Purplish red or rose-color Garnet between pyrope and almandine in composition.","https://www.gemdat.org/gphotos/0298785001342817094.jpg","Rhodolite","Sri Lanka","Natural","None reported","Oval","3.89 cts.","N/A","N/A"
6725,"Fire Opal","Fire opal (named after its orange colour) has red, orange, yellow body colour. It doesn't always show play-of-colour and is usually milky and turbid. The best qualities are clear and transparent, it makes them suitable for being faceted. They are very sensitive to every stress.","https://www.gemdat.org/gphotos/0085474001342791107.jpg","Fire Opal","Mexico","Natural","None reported","Round","5.83 cts.","N/A","Allyce Kosnar"
6727,"Heliodor (Golden Beryl)","Heliodor is named after Greek ""helios"" - sun and ""doron"" - gift. It has a lemon to honey-yellow colour. 

Heliodor and Golden Beryl are names given to the yellow varieties of Beryl. Many modern sources regard the two names as synonymous, although some sources state that the name Heliodor should be reserved for greenish-yellow beryl only, with the more golden coloured varieties being listed as Golden Beryl.","https://www.gemdat.org/gphotos/0400060001350423453.jpg","Heliodor","Brazil","Natural","None reported","Oval","1.65 cts.","9.08mm x 7.07mm x 4.08mm","N/A"
690,"Red Beryl (Bixbite)","Red beryl - bixbite (also known as ""red emerald"", ""scarlet emerald"") is a red variety of Beryl. It was named after the mineralogist Maynard Bixby.

The colour is predominantly red of various tints: strawberry, bright ruby, cherry, and sometimes orange. The colour is stable up to 1000°C.

The crystals are often small, average weight of cut material is 0.1 to 0.4 carats, but may reach several carats.","https://www.gemdat.org/gphotos/0329632001343744474.jpg","Red Beryl","Utah, USA","Natural","None reported","Cushion","2.74 cts.","N/A","N/A"
712,"Boleite","Boleite was named after El Boleo mine, on the Baja Peninsula, near Santa Rosalia, Mexico, where it was first collected as a very minor ore of silver, copper and lead.

Boleite forms deep blue cubes over half an inch on each side, which consist of pseudo-octahedral tetragonal dipyramids.

Soft, cleavable, twinned crystals of boleite are very difficult to facet.","https://www.gemdat.org/gphotos/0673547001357127393.jpg","Boleite","Boleo District, Santa Rosalía, Mulegé Municipality, Baja California Sur, Mexico","Natural","None reported","Square","1.27 cts.","5.0mm x ?","N/A"
721,"Boracite","Boracite is named after its boron content.

Boracite produces crystals of various colours with vitreous to adamantine lustre. It has good clarity and hardness, but it is slightly soluble in water. This fact limits the use of boracite as a gemstone. 

Faceted stones seldom exceed 1 carat in weight and are quite rare.","https://www.gemdat.org/gphotos/0686932001376588170.jpg","Boracite","Freiberg, Mittelsachsen, Saxony, Germany","Natural","None reported","Fancy",".63 cts.","N/A","N/A"
7403,"Parisite","Parisite is named after J.J. Paris, mine owner at Muzo, Boyaca, Colombia, the discovery locality.

Parisite forms transparent to translucent brownish yellow, orange to brown crystals. The occasional star stone has been known.","https://www.gemdat.org/gphotos/0380262001505681368.jpg","Parisite","Zagi Mountain, Hameed Abad Kafoor Dheri, Peshawar District, Khyber Pakhtunkhwa Province, Pakistan","Natural","None reported","Trilliant","1.06 cts.","5.60mm x 5.60mm x ?mm","N/A"
7443,"Melanite","Opaque, black variety (Greek - black) of Andradite, referred to as ""titanian andradite"".

Melanite forms jet-black crystals with subadamantine to vitreous lustre. The material has been faceted","https://www.gemdat.org/gphotos/0605111001351115682.jpg","Melanite","South Africa","Natural","None reported","Oval","2.45 cts.","10.13mm x 8.13mm x 3.04mm","N/A"
7458,"Hydrophane","Hydrophane (Greek: hydro - water; phane - cause to appear) is a variety of opal that appears dull and turbid until immersed in water, it emits streams of bubbles, often accompanied by appropriate noises. It slowly becomes translucent and in some cases, totally transparent with play-of-colour. Some examples show the opposite effect: precious opal loses play-of-colour when immersed in water. They are very rare and are called ""Reverse Hydrophane"".","https://www.gemdat.org/gphotos/0720249001357228720.jpg","Hydrophane","Ethiopia","Natural","None reported","Portuguese Trillion","1.50 cts.","8.32mm x ?","Allyce Kosnar"
7481,"Cymophane","Cymophane has its derivation also from the Greek words meaning 'wave' and 'appearance', in reference to the exhibited chatoyancy. It is the only gem which is simply known as Cat's eye. 

Chatoyancy is caused by light reflecting from inclusions of tiny parallel needles or hollow tubes. The finest quality cat's eye should be sharp, intense, well-centered, correctly oriented. Silver-white colour band is preferred. Most-prized bodycolor is semi-transparent golden-yellow to slightly greenish-yellow or brownish yellow ""honey"" color.

Cat's eye chrysoberyl can exhibit ""Opening and Closing"" and ""Milk and Honey"" effects.","https://www.gemdat.org/gphotos/0330555001342799130.jpg","Cymophane","Brazil","Natural","None reported","Cabochon","1.39 cts.","N/A","N/A"
7484,"Serpentine","Serpentine is a name for a group of magnesium silicate minerals, which are related but have different structures. 

The name derived from Greek word for a serpent, because of the serpent-like mottled and scaley appearance of the rock that contained it.

Some serpentines are widely employed as Jade simulants. 

See also: Verd Antique, a serpentinite breccia.","https://www.gemdat.org/gphotos/0506473001344634294.jpg","Antigorite","China","Natural","None reported","Cushion","6.76 cts.","15.8mm x 8.7mm x ?","John Bradshaw"
7535,"Topazolite","Yellow, yellow-green, lemon yellow, yellow-brown in color, topaz-like (therefore the name) and sometimes of high enough quality to be cut into a faceted gemstone.","https://www.gemdat.org/gphotos/0160512001426695725.jpg","Topazolite","Russia","Natural","None reported","Triangle, cut-corner","0.91 cts.","6mm x 6mm x 3mm","N/A"
7555,"Goshenite","Goshenite is a colorless variety of beryl, named after locality in Goshen, Massachusetts (USA).

Goshenite is used as imitation for diamond and emerald by applying silver or green metal foil to the cut stone.

The gem value of goshenite is relatively low.","https://www.gemdat.org/gphotos/0676196001345224147.jpg","Goshenite","Brazil","Natural","None reported","Trillion","4.28 cts.","N/A","commercially cut"
7557,"Viridine","Viridine, also known as mangan-andalusite, is a bright green variety of Andalusite, containing iron and manganese. Gemmy rough is small but it can be cut into attractive intense green stones.","https://www.gemdat.org/gphotos/0797810001426181648.jpg","Viridine","Bahia, Brazil","Natural","None reported","Oval Brilliant","0.18 cts.","4mm x 3mm x 2mm","N/A"
7599,"Dendritic Agate","Dendritic Agate is a colourless or white-grey, translucent Chalcedony with tree- or fern-like inclusions - dendrites (from Greek - tree-like). The dendrites are iron or manganese inclusions of brown or black colour.","https://www.gemdat.org/gphotos/0694378001350936686.jpg","Moss Agate","Indonesia","Natural","None reported","Oval Cabochon","17.45 cts.","24.91mm x 17.92mm x 4.97mm","N/A"
760,"Brazilianite","Brazilianite was named after Brazil, the first country of discovery in 1944. Interesting green and golden hues, vitreous luster, relatively good hardness make brazilianite an attractive gem.

Inclusions are very common and clear faceted gems rarely exceed 15 carats.","https://www.gemdat.org/gphotos/0310074001344876080.jpg","Brazilianite","Brazil","Natural","None reported","Emerald","3.58 cts.","N/A","Dee Parsons"
7601,"Fire Agate","Translucent layered Chalcedony with iridescence which is created through diffraction of the light by the layered structure.","https://www.gemdat.org/gphotos/0403970001350257251.jpg","Fire Agate","Mexico","Natural","None reported","Fancy Cabochon","8.52 cts.","N/A","N/A"
7606,"Ametrine","Colour-zoned variety of Quartz, which consists half of amethyst and other half of citrine.","https://www.gemdat.org/gphotos/0928882001353432499.jpg","Ametrine","N/A","Natural","None reported","Freeform","38.59 cts.","23.7mm x 16.7mm x 8.6mm","N/A"
7616,"Bloodstone (Heliotrope)","Bloodstone is an opaque, dark-green Chalcedony with red spots. An old name still used in Europe is heliotrope (Greek - sun turner). Used often as seals for men's rings and for other ornamental objects. 

In the trade, the term blood jasper is sometimes used. Bloodstone, however, is not a jasper at all, even though a radial structure with spherical aggregates can simulate a grainy appearance.","https://www.gemdat.org/gphotos/0072682001350428429.jpg","Bloodstone","Madagascar","Natural","None reported","Carved","931.99 cts.","N/A","N/A"
7710,"Peridot (Olivine)","Peridot is a gem-quality Olivine. The name ""Peridot"" is believed to have originated from the Arabic word faridat, meaning ""gem"", or alternatively, as the Oxford English Dictionary suggests, it came from classical Latin pæderot - a kind of opal. 

The colour of peridot gems can vary from yellow- to olive- to brownish-green, depending on quantity of iron in the crystal structure. The most valued colour is a dark olive-green.","https://www.gemdat.org/gphotos/0626949001358973029.jpg","Peridot","Myanmar","Natural","None reported","Cushion","80.73 cts.","26mm x 22.7mm x 18.36mm","N/A"
7740,"Hiddenite","Hiddenite is named after A.E. Hidden who discovered the stone in 1879 in North Carolina.

Hiddenite is a pale- to emerald-green variety of Spodumene.","https://www.gemdat.org/gphotos/0367627001345236787.jpg","Hiddenite","Hiddenite, Alexander Co., North Carolina, USA","Natural","None reported","Shield","5.14 cts.","N/A","N/A"
7836,"Tsavorite","Green to emerald green variety from Kenya and Tanzania; discovered in the early 1970s. It takes its name from Tsavo area in Kenya.","https://www.gemdat.org/gphotos/0056952001353766835.jpg","Tsavorite","N/A","Natural","None reported","Shield","11.01 cts.","17.8mm x 13.6mm x ?","N/A"
787,"Brookite","Brookite is named after Henry James Brooke, English mineralogist.

Brookite is yellowish brown to reddish brown with metallic adamantine lustre. 

Brookite is rarely faceted as a gemstone because it seldom occurs in sizes and shapes suitable for working.","https://www.gemdat.org/gphotos/0437182001376588490.jpg","Brookite","Afghanistan","Natural","None reported","Emerald",".22 cts.","N/A","N/A"
7998,"Black Opal","Black Opal is Precious Opal with dark gray, dark blue, dark green, and gray-black background colour and play-of-colour. Deep black is an exception. 

Black opal is rarer than White opal.","https://www.gemdat.org/gphotos/0398320001350426568.jpg","Black Opal","Ethiopia","Natural","Smoke Diffusion","Oval Cabochon","8.55 cts.","N/A","N/A"
8000,"Boulder Opal","This variety of Precious Opal was first found in Queensland, Australia in 1869. 

It is a Precious Opal that is embedded in the sandstone or ironstone matrix and routinely cut with it as part of the gem. 

Each piece is unique, that is why it can't be used for mass produced jewelry.","https://www.gemdat.org/gphotos/0720397001350473595.jpg","Boulder Opal","Australia","Natural","None reported","Oval Cabochon","16.32 cts.","N/A","N/A"
8003,"Crystal Opal","Transparent or semi-transparent with strong play-of-colour on colourless, vitreous surface. Crystal opal is sometimes equated with Jelly opal (Water Opal) because of its clarity.","https://www.gemdat.org/gphotos/0810829001351614930.jpg","Crystal Opal","Australia","Natural","None reported","Cushion","24.92 cts.","25.70mm x 19.91mm x ?","N/A"
8018,"Petrified Wood (Fossilized Wood)","Petrified wood is fossilized wood with the mineral composition of jasper, chalcedony and, less frequently, opal; it consists of silicon dioxide only. The organic wood is not changed into stone, but only the shape and structural elements of the wood are preserved. The expert speaks of a pseudomorphosis of chalcedony (or jasper or opal) after wood. 
It is mostly used for ornamental objects and decorative pieces (tabletops, ashtrays, bookends), less frequently for jewelry purposes.","https://www.gemdat.org/gphotos/0865758001392581918.jpg","Petrified Wood","Arizona, USA","Natural","None reported","Heart Cabochon","20.95 cts.","24.5mm x 25mm x ?","N/A"
809,"Bustamite","Bustamite is named after General Anastasio Bustamente of Mexico, the discoverer of the mineral.

Bustamite is usually found as massive, transparent pink material. It produces attractive pink cabochons and can be carved into objects d'art.

Pink prismatic crystals up to 1 cm in size have been found at Franklin Furnace, New Jersey, USA. Gem-quality bustamite is also found at Daghazeta, Tanzania. Transparent crystals to several cm come from Broken Hill, Australia, translucent material from Kalahari Mn-field, South Africa.","https://www.gemdat.org/gphotos/0678138001534721566.jpg","Bustamite","Wessels Mine, Hotazel, Kalahari manganese field, Northern Cape, South Africa","Natural","None reported","Octagon","1.11 cts.","7.90mm x 5.18mm x ?mm","N/A"
8110,"Imperial Topaz (A variety of topaz of orange, pinkish colours.)","Traditionally Imperial Topaz was orange in colour with red dichroism. Today the definition can vary widely and has expanded to include colors like pinks, reds, lavender pinks and peach pinks but usually excludes yellow or brown. 

Some Imperial Topaz stones can fade on exposure to sunlight for an extended period of time.","https://www.gemdat.org/gphotos/0611885001353946610.jpg","Imperial Topaz","N/A","Natural","None reported","N/A","6.02 cts.","15.6mm x 8.0mm x 3.8mm","N/A"
815,"Bytownite","A rare form of Feldspar, comprises 10-30% Albite and 70-90% Anorthite feldspar. Some of the stones have a distinct resemblance to Andalusite.","https://www.gemdat.org/gphotos/0453578001344878329.jpg","Bytownite","Mexico","Natural","None reported","Pear","5.63 cts.","17.0mm x 11.1mm x ?","commercially cut"
819,"Beryl","The name beryl comes from India and has always been associated with the gemstone. Beryl is praised for its transparency, high hardness, and beautiful colours with wide range of tones and shades.

Several colour varieties of beryl are used as gemstones. Deep green beryls are called emeralds, greenish blue to pure blue - aquamarine, pale, almost colourless - goshenite, light yellow-green to golden-yellow - heliodor, rose and pink beryl is morganite, red variety is bixbite. Maxixe-type beryl is characterized by a bright blue colour which fades in the sunlight.

The crystals are prismatic, they may be very large, even gigantic and in pegmatites may reach lengths of 2 to 3 m and widths of 0.5 to 1 m.","https://www.gemdat.org/gphotos/0687656001353496344.jpg","Aquamarine","N/A","Natural","None reported","Freeform","15.90 cts.","22.9mm x 16.5mm x 5.3mm","N/A"
8393,"Ammolite","Ammolite is the fossilized shell of ammonites, which are composed primarily of aragonite or calcite.

Ammolite is typically used to create doublets or triplets that are suitable for making durable jewelry.

Ammolite is famous for its remarkably vivid play of colour, caused by lamellar structure of the glass-like shell. It is also called gem ammonite, calcentine, and korite.","https://www.gemdat.org/gphotos/0229738001350339578.jpg","Ammolite","Canada","Natural","None reported","Fancy Cabochon","16.45 cts.","N/A","N/A"
8519,"Obsidian","Obsidian was so named from its resemblance to a stone found in Ethiopia by Obsius. It was used in antiquity for amulets and necklaces. 

Obsidian is a naturally occurring volcanic glass. It is usually an opaque black or grey but may be yellow, red, greenish brown. Obsidian may have an iridescent sheen caused by inclusions. 

Obsidian is used for ornamental purposes and as a gemstone.

Many colored glasses are sold as ""obsidian"" often claiming to be natural.","https://www.gemdat.org/gphotos/0362049001351172809.jpg","Mahogany Obsidian","Indonesia","Natural","None reported","Cameo","69.01 cts.","33.2mm x 28.4mm x 11.21mm","N/A"
8520,"Snowflake Obsidian","Snowflake Obsidian is a variety of Obsidian, that has black body colour and numerous small radiating inclusions of cristobalite.

Snowflake Obsidian is cut and polished.","https://www.gemdat.org/gphotos/0314392001351636977.jpg","Snowflake Obsidian","Mexico","Natural","None reported","Marquise Cabochon","21.02 cts.","35.44mm x 14.8mm x 6.45mm","N/A"
859,"Calcite","Calcite is named after Latin ""calx"" - lime. It is a very common mineral with wide range of colours and forms. 

Attractive specimens are faceted or used for cabochons and carved ornamental objects.

Calcite may exhibit fluorescence, phosphorescence, thermoluminescence and/or triboluminescence.","https://www.gemdat.org/gphotos/0022703001344950633.jpg","Cobalt-bearing Calcite","Spain","Natural","None reported","Round Brilliant","6.44 cts.","N/A","Unknown Cutter"
8778,"Scapolite","Scapolite is named after Greek word stick (in some sources ""shaft"") because of its square-section prismatic shape of the crystals. 

Pink and violet Scapolite cat's eyes are known. 

In mineralogy Scapolite refers to a group of related silicate minerals, including Meionite and Marialite. The name Wernerite is often given to Scapolite minerals intermediate between Meionite and Marialite.

Cut stones can reach several carats, yellow - to 70 carats and colourless - to several hundred carats.","https://www.gemdat.org/gphotos/0179708001345561451.jpg","Scapolite","Afghanistan","Natural","None reported","Oval","1.06 cts.","N/A","N/A"
880,"Cancrinite","Cancrinite is named after Count Georg Cancrin, Russian Minister of Finance.

Cancrinite usually occurs in a massive form or as crystals of the hexagonal system. Light greyish purple, yellow, violet and orange Cancrinite has come from Canadian sources and a blue variety from Greenland.

A semi-opaque yellow-coloured fibrous variety of Cancrinite has been cut into cabochons and beads.","https://www.gemdat.org/gphotos/0510619001344880618.jpg","Cancrinite","Canada","Natural","None reported","Cabochon","1.40 cts.","N/A","Unknown Cutter"
898,"Carletonite","Carletonite is named after Carleton University, Ottawa, Canada, where it was first recognized.

Carletonite has been found as transparent pale blue, opaque to translucent pink, white and grey material with colour zoning.","https://www.gemdat.org/gphotos/0810577001376589135.jpg","Carletonite","Canada","Natural","None reported","Trilliant","2.05 cts.","N/A","N/A"
917,"Cassiterite","The name derived from Greek ""kassiteros"" - tin, for its composition.

Facet rough is uncommon but can yield gems of exceptional fire, because of its high lustre and dispersion. With a hardness of 7, approximately the same as that of the quartz gems, cassiterite is occasionally marketed for wearable jewelry in Bolivia (""Andean diamond""), but is normally restricted to rare gem collections.

Although cassiterite is a common mineral, being the main ore of tin, it's crystals are usually black or opaque brown and of no use as a gemstone. Only a few localities yield gem quality material, which ranges from colorless to yellow to pale brown. Bolivia has traditionally been the main source of gem rough, with the Viloco mine there being the only one of Bolivia's 300 or so tin mines that occasionally yields transparent crystals. However in the late 1990s, Russia and China yielded larger transparent crystals than Bolivia. Other sporadic sources of facetting grade cassiterite include Nigeria and Namibia. 

The ""wood tin"" variety of cassiterite is massive, tough, internally micro-fibrous, opaque, and finely colour banded, being related to crystallized cassiterite the same way agate is related to quartz. As with cassiterite crystals, wood tin generally is found in black or brown tones, but it is used for cabochons when it is found (rarely) in more attractive colors like red, pink and creamy white. Mexico and Bolivia are the main source countries for ornamental grades of wood tin.","https://www.gemdat.org/gphotos/0941451001344888671.jpg","Cassiterite","Bolivia","Natural","None reported","Emerald","3.50 cts.","N/A","commercially cut"
919,"Catapleiite","Catapleiite is named after Greek ""kata"" - with and ""pleion"" - more, alluding to its ubiquitous association with a number of rare minerals.

Only small colourless stones have been faceted.","https://www.gemdat.org/gphotos/0544045001343676704.jpg","Catapleiite","Québec, Canada","Natural","None reported","Emerald","0.55 cts.","N/A","N/A"
927,"Celestine","Celestine is named after Latin ""caelestis"" - of the sky, alluding to the sky-blue colour commonly exhibited by its crystals. 

Celestine is usually colourless or pale blue, but orange (Ontario, Canada), brown, yellow and greenish material has been reported. 

It occurs as tabular and prismatic crystals, and also in compact massive and fibrous forms or as numerous crystals lining geodes. The geode has crystals as 18 inches wide (46 cm) across, estimated weight up to 300 pounds (135 kg) each.

Perfect cleavage and brittleness make Celestine difficult to facet. Cut stones rarely exceed 10 carats.","https://www.gemdat.org/gphotos/0249493001344889460.jpg","Celestine","Madagascar","Natural","None reported","Shield","20.50 cts.","N/A","Elvis Gray"
9333,"Carnelian","Carnelian is probably named after the colour of the kornel cherry because of its colour. It is brownish red to orange, translucent to opaque Chalcedony variety. In some cases portions of the stone are paler than others, and specimens with a pale central portion passing gradually into a dark coloured exterior are not uncommon. 

Many stones, which in the natural condition are of a dirty yellow colour and unsuitable for gems, on being heated acquire the fine carnelian colour, and with it a considerable increase in value.

When held against the light, the colour variety shows stripes, natural carnelian shows a cloudy distribution of colour.","https://www.gemdat.org/gphotos/0733361001385075702.jpg","Carnelian","Mozambique","Natural","None reported","Square Cushion","3.84 cts.","9.84mm x ?mm x ?mm","N/A"
934,"Cerussite","Cerussite is named after Latin ""cerussa"" meaning ""white lead"", an ancient term for artificial lead carbonate. 

Cerussite is usually transparent to translucent, colourless or white, sometimes has gray, brownish or greenish tint. The mineral occurs as compact granular masses, and sometimes in fibrous forms. Very bright crystals are often. 

Cerussite is frequently twinned: elbow- or chevron-shaped twins, cyclic twins and reticulated twins. Three crystals are often twinned together to produce six-rayed stellate groups with the individual crystals crossing at a 60°angle.","https://www.gemdat.org/gphotos/0262584001344890005.jpg","Cerussite","Tsumeb, Oshikoto Region, Namibia","Natural","None reported","Emerald","7.32 cts.","N/A","Dee Parsons"
952,"Chrysoprase","Chrysoprase (""Golden Apple"" in Greek) is an attractive apple-green form of Chalcedony that is coloured by nickel. One of the most prized forms of Chalcedony.

Colour can fade in sunlight and when heated, colours may recover under moist storage. 

Used as cabochons, for necklaces, and for ornamental objects. In earlier centuries, it was used as a luxurious decorative stone for interior decorations.","https://www.gemdat.org/gphotos/0171108001350570019.jpg","Chrysoprase","India","Natural","None reported","Oval Cabochon","6.86 cts.","N/A","N/A"
96,"Albite","Albite is a plagioclase feldspar consisting of 90% or more of sodium-rich molecule.
The name Albite derives from Latin - albus, because its colour is usually pure white.","https://www.gemdat.org/gphotos/0123358001429202622.jpg","Albite","Sri Lanka","Natural","None reported","Cabochon","1.59 cts.","8mm x 8mm x 4.5mm","N/A"
960,"Chalcedony","Although in general terms Chalcedony is a fibrous cryptocrystalline variety of Quartz, recent studies have shown that much Chalcedony is a mixture of cryptocrystalline quartz and mogánite, another silica mineral related to quartz but with a different crystal structure.

Chalcedony is probably named after an ancient town at the Bosporus.

Yellow, orange and red-orange variety of chalcedony from Botswana is known as Citrus Chalcedony.","https://www.gemdat.org/gphotos/0171108001350570019.jpg","Chrysoprase","India","Natural","None reported","Oval Cabochon","6.86 cts.","N/A","N/A"
972,"Charoite","Charoite is named after Russian ""chary"" - charms or magic, alluding to the impression that the mineral's colour and iridescence impart. It was first found in Murun Complex, Yakutiya, Russia.

Charoite has deep violet to lilac colour, depending on accompanying minerals it can be white- or black-spotted or flamed.

Charoite produces attractive cabochons and ornaments, it can be fashioned into beads.","https://www.gemdat.org/gphotos/0621417001350513205.jpg","Charoite","Russia","Natural","None reported","Pear Cabochon","28.22 cts.","25.45mm x 20.15mm x 7.35mm","N/A"
9833,"Water Opal (Jelly Opal)","Bluish-gray Precious Opal with little play-of-colour and gelatinous appearance. Water opals are best known from Mexico.","https://www.gemdat.org/gphotos/0335859001343743070.jpg","Water Opal","Australia","Natural","None reported","Oval","3.36 cts.","N/A","N/A"
9836,"White Opal","A Precious Opal of white or light basic colour with play-of-colour.","https://www.gemdat.org/gphotos/0858164001343823788.jpg","White Opal","Australia","Natural","None reported","Pear Cabochon","11.40 cts.","21.07mm x 16mm x 6.72mm","N/A"
9904,"Chrome-Tourmaline","An intense green tourmaline which is colored by chromium and vanadium. The colour ranges from strong bluish green to very slightly yellowish green. At its best it can be compared to emerald. 

It can be used as a lower-priced alternative to tsavorite garnet and emerald.

The main sources of the material are Kenya and Tanzania, but some fine chrome tourmalines are found in Myanmar.","https://www.gemdat.org/gphotos/0146654001343685661.jpg","Chrome-Tourmaline","Tanzania","Natural","None reported","Oval","5.75 cts.","N/A","N/A"
